sample_idx,fold,real_class,initial_pred,initial_correct,fooled_class,relative_robustness,perturbation_norm,original_norm,num_iterations,success
105,9,engine_idling,engine_idling,True,jackhammer,0.0044934616819989,6.262739181518555,1393.744873046875,2,True
106,9,drilling,drilling,True,jackhammer,0.011742379861108689,38.622169494628906,3289.126220703125,2,True
107,9,gun_shot,gun_shot,True,dog_bark,0.003232367133599023,16.248973846435547,5026.9580078125,3,True
108,9,children_playing,children_playing,True,siren,0.009409348521302941,29.79116439819336,3166.1240234375,2,True
109,9,car_horn,car_horn,True,dog_bark,0.005825799341768798,36.45982360839844,6258.33837890625,3,True
110,9,jackhammer,jackhammer,True,drilling,0.015070191977304113,11.216439247131348,744.27978515625,2,True
111,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
112,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
113,9,jackhammer,jackhammer,True,car_horn,0.05693543279223093,57.01642608642578,1001.4225463867188,2,True
114,9,children_playing,children_playing,True,street_music,0.003804229190197516,12.79080581665039,3362.259521484375,2,True
115,9,siren,siren,True,air_conditioner,0.011503538097353567,65.59563446044922,5702.2138671875,3,True
116,9,children_playing,children_playing,True,street_music,0.0057199428183082645,17.050941467285156,2980.963623046875,2,True
117,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
118,9,jackhammer,jackhammer,True,engine_idling,0.046083192180898284,61.43717575073242,1333.1796875,2,True
119,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
120,9,siren,siren,True,air_conditioner,0.013916902608593774,82.47765350341797,5926.4375,4,True
121,9,gun_shot,gun_shot,True,dog_bark,0.001970348980801056,10.493310928344727,5325.6103515625,2,True
122,9,dog_bark,dog_bark,True,gun_shot,0.008502108133883232,31.015518188476562,3647.979736328125,3,True
123,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
124,9,drilling,drilling,True,car_horn,0.0043052574654245555,25.359704971313477,5890.40380859375,2,True
125,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
126,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
127,9,engine_idling,engine_idling,True,jackhammer,0.008335426598789084,11.69316577911377,1402.8275146484375,2,True
128,9,siren,siren,True,children_playing,0.023799251069812694,49.7606315612793,2090.8486328125,3,True
129,9,car_horn,car_horn,True,dog_bark,0.007091795950594019,39.69111633300781,5596.76513671875,3,True
130,9,siren,siren,True,children_playing,0.003215007622328799,20.312711715698242,6318.09130859375,3,True
131,9,siren,siren,True,dog_bark,0.002118219783772048,12.39520263671875,5851.70751953125,2,True
132,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
133,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
134,9,jackhammer,jackhammer,True,drilling,0.012233889829436692,10.527064323425293,860.4838256835938,2,True
135,9,jackhammer,jackhammer,True,car_horn,0.04675033829724332,66.92462158203125,1431.5323486328125,4,True
136,9,children_playing,children_playing,True,street_music,0.003938259275073952,14.705041885375977,3733.893798828125,1,True
137,9,gun_shot,gun_shot,True,drilling,0.0018971774315161081,8.792105674743652,4634.30859375,3,True
138,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
139,9,engine_idling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
140,9,drilling,drilling,True,jackhammer,5.800988300775118e-07,0.0012636128813028336,2178.271728515625,1,True
141,9,jackhammer,jackhammer,True,car_horn,0.01838578908594505,19.687910079956055,1070.8221435546875,2,True
142,9,drilling,drilling,True,jackhammer,0.0043893597690081694,23.843158721923828,5432.03564453125,1,True
143,9,car_horn,car_horn,True,dog_bark,0.008557514541204772,52.623863220214844,6149.43310546875,3,True
144,9,children_playing,children_playing,True,street_music,0.0061736135818367295,15.079310417175293,2442.5419921875,2,True
145,9,car_horn,car_horn,True,jackhammer,0.0005411505233440646,2.7351882457733154,5054.39453125,2,True
146,9,jackhammer,jackhammer,True,drilling,0.0022861638476037722,8.581369400024414,3753.61083984375,2,True
147,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0,False
148,9,engine_idling,engine_idling,True,air_conditioner,0.0017355295922443822,5.678048610687256,3271.65185546875,1,True
149,9,engine_idling,engine_idling,True,air_conditioner,0.002106461116216525,6.917971611022949,3284.167724609375,1,True
150,9,drilling,drilling,True,jackhammer,0.0010222363003259446,0.6899355053901672,674.9276123046875,1,True
151,9,jackhammer,jackhammer,True,car_horn,0.01766529308483946,18.662832260131836,1056.4688720703125,3,True
152,9,children_playing,children_playing,True,street_music,0.008733460772025654,20.582210540771484,2356.707275390625,2,True
153,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
154,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
155,9,street_music,street_music,True,car_horn,0.020764090762193158,25.34874725341797,1220.79736328125,2,True
156,9,engine_idling,children_playing,False,children_playing,0.0,0.0,0.0,0,False
157,9,street_music,street_music,True,children_playing,0.0027538186836460264,8.769514083862305,3184.4921875,2,True
158,9,street_music,street_music,True,car_horn,0.007929700598427238,21.32146453857422,2688.810791015625,1,True
159,9,dog_bark,dog_bark,True,drilling,0.0027143267566941296,13.787165641784668,5079.4052734375,3,True
160,9,jackhammer,jackhammer,True,car_horn,0.04656644546353185,67.48778533935547,1449.279296875,4,True
161,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
162,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
163,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
164,9,siren,siren,True,children_playing,0.021803138046460332,45.407222747802734,2082.600341796875,3,True
165,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
166,9,siren,siren,True,children_playing,0.0025489806008216513,13.52303409576416,5305.271484375,1,True
167,9,engine_idling,engine_idling,True,jackhammer,0.006459388003453648,9.050176620483398,1401.0888671875,2,True
168,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
169,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
170,9,children_playing,children_playing,True,street_music,0.004355324081923045,15.993158340454102,3672.09375,1,True
171,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
172,9,children_playing,children_playing,True,street_music,0.001578937725550057,3.8926408290863037,2465.354248046875,1,True
173,9,siren,siren,True,engine_idling,0.007482170641474514,44.43825912475586,5939.22021484375,1,True
174,9,jackhammer,jackhammer,True,car_horn,0.04821244733480168,62.5322151184082,1297.013916015625,3,True
175,9,street_music,street_music,True,car_horn,0.014116713339747643,41.111270904541016,2912.240966796875,2,True
176,9,air_conditioner,children_playing,False,children_playing,0.0,0.0,0.0,0,False
177,9,street_music,siren,False,siren,0.0,0.0,0.0,0,False
178,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
179,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
180,9,children_playing,children_playing,True,street_music,0.0057149570767713286,13.701269149780273,2397.4404296875,1,True
181,9,jackhammer,jackhammer,True,engine_idling,0.04483376020387133,62.27118682861328,1388.9351806640625,2,True
182,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
183,9,street_music,street_music,True,car_horn,0.00172414590104572,5.618680000305176,3258.8193359375,2,True
184,9,siren,siren,True,dog_bark,0.010176883692140974,59.55689239501953,5852.173828125,3,True
185,9,dog_bark,dog_bark,True,car_horn,0.007490696023652164,34.827362060546875,4649.416015625,3,True
186,9,gun_shot,gun_shot,True,dog_bark,0.002929454391460131,12.188481330871582,4160.666015625,2,True
187,9,siren,siren,True,dog_bark,0.009774108671430564,29.043441772460938,2971.467041015625,2,True
188,9,children_playing,children_playing,True,street_music,0.005162045878305339,14.605756759643555,2829.451171875,1,True
189,9,engine_idling,engine_idling,True,jackhammer,0.007207284917131782,10.103002548217773,1401.7764892578125,1,True
190,9,siren,siren,True,children_playing,0.023105598775012844,48.436798095703125,2096.322998046875,3,True
191,9,children_playing,children_playing,True,street_music,0.005180681605656759,17.198101043701172,3319.659912109375,1,True
192,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
193,9,dog_bark,dog_bark,True,gun_shot,0.01061804497709282,42.68026351928711,4019.59716796875,3,True
194,9,children_playing,children_playing,True,siren,0.0018048222613640755,11.197169303894043,6204.02880859375,3,True
195,9,jackhammer,jackhammer,True,car_horn,0.03499191612504432,62.68342590332031,1791.3687744140625,3,True
196,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
197,9,car_horn,car_horn,True,dog_bark,0.0045746020009998145,28.690391540527344,6271.66943359375,4,True
198,9,street_music,street_music,True,children_playing,0.009165167089068367,17.35926055908203,1894.04736328125,1,True
199,9,drilling,drilling,True,siren,0.00037901056205818633,0.9258268475532532,2442.746826171875,1,True
200,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
201,9,children_playing,children_playing,True,street_music,0.012676332103143438,30.929882049560547,2439.970947265625,2,True
202,9,gun_shot,gun_shot,True,jackhammer,0.003624797801294989,17.366146087646484,4790.92822265625,3,True
203,9,jackhammer,jackhammer,True,siren,0.03661875956253909,43.856109619140625,1197.6405029296875,1,True
204,9,jackhammer,jackhammer,True,drilling,0.0007398972241272694,2.8513543605804443,3853.716796875,2,True
205,9,dog_bark,dog_bark,True,car_horn,0.0008757656254657089,4.490634918212891,5127.66748046875,2,True
206,9,engine_idling,engine_idling,True,jackhammer,0.0029121442718276344,9.446449279785156,3243.812255859375,2,True
207,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
208,9,jackhammer,jackhammer,True,drilling,0.0027855404878148367,15.273404121398926,5483.1025390625,3,True
209,9,jackhammer,jackhammer,True,car_horn,0.03093799973116677,34.33369445800781,1109.758056640625,3,True
210,9,engine_idling,engine_idling,True,air_conditioner,0.0024484291396262045,7.976642608642578,3257.861328125,1,True
211,9,street_music,street_music,True,car_horn,0.016455086061236426,20.737558364868164,1260.252197265625,2,True
212,9,engine_idling,children_playing,False,children_playing,0.0,0.0,0.0,0,False
213,9,drilling,drilling,True,jackhammer,0.0038339522829430777,8.536538124084473,2226.5634765625,2,True
214,9,jackhammer,jackhammer,True,drilling,0.00010300162218463752,0.11970933526754379,1162.208251953125,1,True
215,9,children_playing,children_playing,True,siren,0.00856699888225488,28.110475540161133,3281.251220703125,1,True
216,9,drilling,drilling,True,jackhammer,0.011653609202315205,44.39712142944336,3809.7314453125,2,True
217,9,siren,siren,True,children_playing,0.02242424734638864,46.84942626953125,2089.230712890625,3,True
218,9,street_music,street_music,True,car_horn,0.005950747319700091,16.071910858154297,2700.822265625,1,True
219,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
220,9,gun_shot,gun_shot,True,air_conditioner,0.0009693088020942316,4.95126485824585,5108.03662109375,2,True
221,9,gun_shot,gun_shot,True,jackhammer,0.0012124689750783943,4.565313339233398,3765.30322265625,1,True
222,9,dog_bark,dog_bark,True,gun_shot,0.006255485112186744,23.914064407348633,3822.895263671875,2,True
223,9,children_playing,children_playing,True,siren,0.003046652064305589,9.937638282775879,3261.822509765625,2,True
224,9,children_playing,children_playing,True,street_music,0.0053731798262256405,16.508012771606445,3072.298583984375,2,True
225,9,siren,siren,True,children_playing,0.00352247620348715,15.047194480895996,4271.76611328125,1,True
226,9,siren,siren,True,dog_bark,0.01059992551878439,61.839691162109375,5833.97412109375,3,True
227,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
228,9,dog_bark,dog_bark,True,drilling,0.006320396746802808,33.484249114990234,5297.80810546875,4,True
229,9,engine_idling,engine_idling,True,jackhammer,0.005023544441806465,7.017719268798828,1396.9656982421875,2,True
230,9,jackhammer,jackhammer,True,engine_idling,0.04662325285950987,65.52751922607422,1405.4686279296875,2,True
231,9,engine_idling,engine_idling,True,children_playing,0.0018952999748812623,7.6416144371032715,4031.8759765625,3,True
232,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
233,9,jackhammer,jackhammer,True,drilling,0.03230711384639064,34.02787780761719,1053.2626953125,2,True
234,9,air_conditioner,air_conditioner,True,children_playing,0.006122223630496211,10.789740562438965,1762.38916015625,2,True
235,9,engine_idling,engine_idling,True,air_conditioner,0.004133691184855053,14.21377182006836,3438.51806640625,2,True
236,9,engine_idling,engine_idling,True,jackhammer,0.0022095928772789372,7.5029072761535645,3395.606201171875,1,True
237,9,street_music,street_music,True,siren,0.010132197828463654,27.87324333190918,2750.957275390625,2,True
238,9,gun_shot,gun_shot,True,dog_bark,0.007150944814295695,41.38823699951172,5787.7998046875,3,True
239,9,children_playing,children_playing,True,street_music,0.008612649686613657,36.46266174316406,4233.6171875,2,True
240,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
241,9,jackhammer,jackhammer,True,siren,0.04560767647057478,60.863338470458984,1334.4976806640625,2,True
242,9,street_music,street_music,True,children_playing,0.0048967032913070216,11.000861167907715,2246.585205078125,1,True
243,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
244,9,street_music,street_music,True,children_playing,0.004583255600986256,10.644819259643555,2322.54541015625,1,True
245,9,siren,siren,True,children_playing,0.02168216524013924,45.40730285644531,2094.2236328125,3,True
246,9,siren,siren,True,children_playing,0.004231332210577849,17.39559555053711,4111.13916015625,1,True
247,9,drilling,drilling,True,children_playing,0.06447765664079548,36.230831146240234,561.9129638671875,2,True
248,9,drilling,drilling,True,jackhammer,0.0013129968138451851,3.1927261352539062,2431.6328125,1,True
249,9,jackhammer,jackhammer,True,drilling,0.0049553973699908585,3.793558120727539,765.5406494140625,1,True
250,9,engine_idling,engine_idling,True,air_conditioner,0.0031714447360507735,10.974091529846191,3460.281494140625,2,True
251,9,children_playing,children_playing,True,street_music,0.002957296144961631,7.521809101104736,2543.47509765625,1,True
252,9,dog_bark,car_horn,False,car_horn,0.0,0.0,0.0,0,False
253,9,siren,siren,True,jackhammer,0.006899397833113217,31.117284774780273,4510.14501953125,3,True
254,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
255,9,gun_shot,gun_shot,True,car_horn,0.002364701588110725,11.378058433532715,4811.62548828125,2,True
256,9,children_playing,children_playing,True,siren,0.0079919617794702,22.66050910949707,2835.41259765625,1,True
257,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
258,9,siren,siren,True,jackhammer,0.007006588225877809,31.55055046081543,4502.9833984375,3,True
259,9,children_playing,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
260,9,engine_idling,engine_idling,True,air_conditioner,0.002283244938734351,7.896055221557617,3458.26025390625,2,True
261,9,drilling,drilling,True,children_playing,0.07303735083403101,39.551490783691406,541.524169921875,3,True
262,9,jackhammer,jackhammer,True,drilling,0.008331425343258718,6.3565449714660645,762.9600830078125,1,True
263,9,siren,siren,True,children_playing,0.023686140722883556,49.75277328491211,2100.50146484375,3,True
264,9,siren,siren,True,jackhammer,0.007829681187865329,31.56074333190918,4030.910400390625,2,True
265,9,street_music,street_music,True,jackhammer,0.015569352013935295,33.190486907958984,2131.783447265625,2,True
266,9,street_music,street_music,True,children_playing,0.006432942120183687,14.829266548156738,2305.20751953125,1,True
267,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
268,9,dog_bark,dog_bark,True,drilling,0.007816781621436404,38.93064498901367,4980.39306640625,3,True
269,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
270,9,street_music,street_music,True,children_playing,0.014145334957019279,48.28322219848633,3413.3671875,3,True
271,9,drilling,drilling,True,gun_shot,0.005263934938212806,29.368423461914062,5579.1767578125,2,True
272,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
273,9,gun_shot,gun_shot,True,dog_bark,0.0021682516878099144,12.395530700683594,5716.83203125,2,True
274,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
275,9,jackhammer,jackhammer,True,car_horn,0.05152146204267054,52.12811279296875,1011.7747192382812,3,True
276,9,dog_bark,dog_bark,True,drilling,0.015662107637160513,70.8563232421875,4524.060546875,5,True
277,9,engine_idling,engine_idling,True,jackhammer,0.0017337426955458546,5.440718650817871,3138.135009765625,2,True
278,9,engine_idling,engine_idling,True,air_conditioner,0.003289072802876042,11.335259437561035,3446.3388671875,2,True
279,9,street_music,street_music,True,air_conditioner,0.050467002076938876,72.48096466064453,1436.205078125,4,True
280,9,street_music,street_music,True,car_horn,0.007542237934013183,22.802236557006836,3023.27197265625,3,True
281,9,gun_shot,gun_shot,True,dog_bark,0.0007427480079571927,4.228418350219727,5692.93798828125,2,True
282,9,air_conditioner,air_conditioner,True,children_playing,0.005036869660383699,8.898653984069824,1766.7032470703125,2,True
283,9,drilling,drilling,True,gun_shot,0.003108295959835377,21.089155197143555,6784.79638671875,3,True
284,9,dog_bark,dog_bark,True,children_playing,0.002034956898897257,10.435469627380371,5128.103515625,2,True
285,9,jackhammer,jackhammer,True,drilling,0.03217494185489941,33.88900375366211,1053.273193359375,2,True
286,9,children_playing,children_playing,True,dog_bark,0.004353407966885155,20.40605354309082,4687.37451171875,2,True
287,9,engine_idling,engine_idling,True,street_music,0.00044883125711009245,1.7964153289794922,4002.42919921875,1,True
288,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
289,9,air_conditioner,air_conditioner,True,children_playing,0.004748754642864875,8.380693435668945,1764.8192138671875,2,True
