sample_idx,fold,real_class,initial_pred,initial_correct,fooled_class,relative_robustness,perturbation_norm,original_norm,pert_norm_logmel,pert_norm_delta,pert_norm_delta2,pert_norm_harmonic,pert_norm_percussive,most_perturbed_channel,num_iterations,success
55,9,siren,siren,True,dog_bark,0.006126333955097785,39.61223220825195,6465.89501953125,11.724530220031738,23.70669174194336,20.25942039489746,14.654608726501465,15.6350679397583,Delta,3,True
56,9,dog_bark,dog_bark,True,children_playing,0.004006184216188636,14.591434478759766,3642.2275390625,4.067737579345703,9.16417407989502,7.382218837738037,5.448882579803467,5.309793472290039,Delta,4,True
57,9,jackhammer,jackhammer,True,engine_idling,0.0027123814668377592,6.868219375610352,2532.173095703125,2.012204170227051,4.184218883514404,3.494450330734253,2.6217641830444336,2.555572271347046,Delta,4,True
58,9,siren,siren,True,dog_bark,0.0025644582263071656,25.48297882080078,9936.9833984375,7.586231231689453,14.893977165222168,13.75225830078125,9.325355529785156,9.690916061401367,Delta,2,True
59,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
60,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
61,9,air_conditioner,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
62,9,jackhammer,jackhammer,True,engine_idling,0.0017575467289442882,4.347179412841797,2473.43603515625,1.2504069805145264,2.706022262573242,2.2128772735595703,1.6082475185394287,1.5901598930358887,Delta,3,True
63,9,siren,siren,True,dog_bark,0.015905800305794197,68.16773223876953,4285.71533203125,19.577495574951172,41.116695404052734,35.16066360473633,25.174509048461914,26.51321029663086,Delta,2,True
64,9,children_playing,children_playing,True,air_conditioner,0.000257961123435944,2.1955013275146484,8510.9775390625,0.6131862998008728,1.3597217798233032,1.1326731443405151,0.8291429281234741,0.7905429601669312,Delta,1,True
65,9,gun_shot,gun_shot,True,dog_bark,0.004647142150645131,53.00347900390625,11405.607421875,15.467927932739258,32.481201171875,27.044113159179688,19.766969680786133,19.823379516601562,Delta,1,True
66,9,dog_bark,dog_bark,True,children_playing,0.0004921954063111432,3.941781759262085,8008.57080078125,1.1576365232467651,2.4565677642822266,1.970003366470337,1.466113567352295,1.4602718353271484,Delta,1,True
67,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
68,9,engine_idling,engine_idling,True,siren,0.017065050715612286,38.61857223510742,2263.021240234375,11.353150367736816,22.236087799072266,20.918704986572266,14.633367538452148,14.708123207092285,Delta,1,True
69,9,jackhammer,jackhammer,True,engine_idling,0.007480701902246406,15.492575645446777,2071.005615234375,4.501688480377197,9.401314735412598,7.911860942840576,5.7224345207214355,6.0021796226501465,Delta,3,True
70,9,children_playing,children_playing,True,dog_bark,0.001734712302293158,9.999998092651367,5764.6435546875,2.810683250427246,6.199394226074219,5.137278079986572,3.8042681217193604,3.578190326690674,Delta,3,True
71,9,siren,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
72,9,street_music,street_music,True,engine_idling,0.003170754684438745,8.533292770385742,2691.249755859375,2.3250179290771484,5.4919753074646,4.291248798370361,3.1079025268554688,3.029144287109375,Delta,4,True
73,9,dog_bark,dog_bark,True,siren,0.005432701941823584,46.11326217651367,8488.08984375,13.331747055053711,27.303871154785156,24.474199295043945,17.497713088989258,17.263832092285156,Delta,3,True
74,9,air_conditioner,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
75,9,jackhammer,jackhammer,True,engine_idling,0.0025254394655680502,7.076949119567871,2802.264404296875,2.1185576915740967,4.272162914276123,3.612614154815674,2.557574987411499,2.784127950668335,Delta,2,True
76,9,street_music,street_music,True,children_playing,0.001183183017326962,6.452561378479004,5453.5615234375,1.699941635131836,4.257266998291016,3.290663003921509,2.219064474105835,2.2065162658691406,Delta,1,True
77,9,jackhammer,jackhammer,True,siren,0.009755315562586415,36.64167022705078,3756.072265625,10.12509822845459,23.257137298583984,18.358375549316406,13.596219062805176,13.315887451171875,Delta,3,True
78,9,dog_bark,dog_bark,True,car_horn,0.004099390736985176,35.92509078979492,8763.51953125,9.930298805236816,22.154953002929688,18.47237777709961,13.794387817382812,13.024803161621094,Delta,1,True
79,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
80,9,jackhammer,jackhammer,True,drilling,0.0035854893417136147,9.382022857666016,2616.66455078125,2.812384605407715,5.58793830871582,4.918798923492432,3.4373960494995117,3.588526487350464,Delta,3,True
81,9,dog_bark,dog_bark,True,children_playing,0.010725701557878864,93.88018035888672,8752.82421875,26.260820388793945,61.54698181152344,44.799522399902344,34.688995361328125,33.548519134521484,Delta,1,True
82,9,street_music,street_music,True,car_horn,0.00038875764999772615,2.0786795616149902,5346.98046875,0.5322924852371216,1.4200024604797363,0.9771291613578796,0.7490825057029724,0.7108167409896851,Delta,1,True
83,9,dog_bark,dog_bark,True,children_playing,0.010461582619028156,87.48396301269531,8362.40234375,24.31947135925293,56.0181770324707,42.85047912597656,32.7796745300293,31.832382202148438,Delta,1,True
84,9,jackhammer,jackhammer,True,engine_idling,0.00028580285340742197,0.7736901640892029,2707.076416015625,0.2271326333284378,0.4770120680332184,0.3897147476673126,0.28261250257492065,0.29617440700531006,Delta,2,True
85,9,engine_idling,engine_idling,True,air_conditioner,0.0016181605520768692,10.433135986328125,6447.5283203125,3.0057919025421143,6.310039043426514,5.435007095336914,3.8511719703674316,3.9532411098480225,Delta,1,True
86,9,drilling,drilling,True,jackhammer,0.0009504840851811306,2.7416112422943115,2884.436767578125,0.8306882381439209,1.5616159439086914,1.4569364786148071,1.0464814901351929,1.0816457271575928,Delta,1,True
87,9,engine_idling,engine_idling,True,air_conditioner,0.0025137971392690805,15.660632133483887,6229.87109375,4.5424299240112305,9.51458740234375,7.904613971710205,5.949501991271973,6.017877101898193,Delta,1,True
88,9,children_playing,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
89,9,children_playing,children_playing,True,dog_bark,0.00027742144111952033,1.3527016639709473,4875.98095703125,0.3758009076118469,0.8446689248085022,0.6943269371986389,0.5110868215560913,0.48146674036979675,Delta,2,True
90,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
91,9,jackhammer,jackhammer,True,engine_idling,0.0003659302297784992,1.029376745223999,2813.041015625,0.3016446828842163,0.6191858053207397,0.5331562757492065,0.38472166657447815,0.3911133110523224,Delta,2,True
92,9,jackhammer,jackhammer,True,drilling,0.0025432458734600634,5.807608127593994,2283.541748046875,1.737367033958435,3.4643263816833496,3.020814895629883,2.1561543941497803,2.2212581634521484,Delta,2,True
93,9,street_music,street_music,True,children_playing,0.0009364076632440483,5.626532554626465,6008.6357421875,1.4928635358810425,3.489683151245117,3.012378215789795,2.0471956729888916,1.996474027633667,Delta,1,True
94,9,gun_shot,gun_shot,True,dog_bark,0.000521666805530554,5.442183494567871,10432.2978515625,1.5942416191101074,3.28027606010437,2.7822253704071045,2.0968616008758545,2.0440001487731934,Delta,1,True
95,9,dog_bark,dog_bark,True,children_playing,0.008782603798220994,71.16468811035156,8102.91455078125,20.008399963378906,46.53974914550781,33.49808883666992,26.504053115844727,25.952680587768555,Delta,1,True
96,9,drilling,drilling,True,dog_bark,0.0010568547299769084,10.734884262084961,10157.388671875,2.7573282718658447,6.9332499504089355,5.391746520996094,4.058759689331055,3.744392156600952,Delta,1,True
97,9,jackhammer,jackhammer,True,engine_idling,0.002257405878794149,7.588049411773682,3361.40234375,2.222795248031616,4.5230889320373535,3.964832305908203,2.8797686100006104,2.8576877117156982,Delta,4,True
98,9,street_music,street_music,True,children_playing,0.0007744346580598588,4.270810127258301,5514.74560546875,1.11024808883667,2.817742347717285,2.1360838413238525,1.4849531650543213,1.5164289474487305,Delta,1,True
99,9,air_conditioner,air_conditioner,True,engine_idling,0.0012463315173272223,4.4791669845581055,3593.880859375,1.2703542709350586,2.7179131507873535,2.2313239574432373,1.7430083751678467,1.7450498342514038,Delta,1,True
100,9,dog_bark,dog_bark,True,children_playing,0.0006751082730868913,6.926006317138672,10259.1044921875,1.948024868965149,4.242497444152832,3.5420782566070557,2.6115450859069824,2.6095004081726074,Delta,3,True
101,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
102,9,jackhammer,jackhammer,True,engine_idling,0.004368297500994236,13.764928817749023,3151.096923828125,3.9710724353790283,8.264514923095703,7.213129043579102,5.0230488777160645,5.304847240447998,Delta,2,True
103,9,siren,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
104,9,siren,siren,True,dog_bark,0.014104734420397228,60.70176315307617,4303.64453125,17.407873153686523,36.879615783691406,31.325069427490234,22.17413330078125,23.42246437072754,Delta,2,True
105,9,engine_idling,engine_idling,True,jackhammer,0.016368274669052437,37.5556755065918,2294.418701171875,11.319931983947754,21.971010208129883,19.395397186279297,14.535587310791016,14.563576698303223,Delta,4,True
106,9,drilling,drilling,True,jackhammer,0.006148361119101613,38.15566635131836,6205.8271484375,11.327335357666016,21.8228759765625,20.746379852294922,14.673213958740234,14.338509559631348,Delta,4,True
107,9,gun_shot,gun_shot,True,jackhammer,0.006267511046362373,59.127723693847656,9434.00390625,18.161128997802734,34.894569396972656,30.507614135742188,23.081905364990234,22.025922775268555,Delta,1,True
108,9,children_playing,children_playing,True,dog_bark,0.004557333937924293,28.411819458007812,6234.30712890625,7.807647705078125,18.186620712280273,14.124629974365234,10.269644737243652,10.51418685913086,Delta,3,True
109,9,car_horn,car_horn,True,dog_bark,0.0013235707079275057,15.256279945373535,11526.607421875,4.132385730743408,9.386062622070312,8.193177223205566,5.605246067047119,5.388166904449463,Delta,1,True
110,9,jackhammer,jackhammer,True,engine_idling,0.0073570485546408885,14.847182273864746,2018.0894775390625,4.369811534881592,9.267663955688477,7.46101713180542,5.302818775177002,5.627370357513428,Delta,3,True
111,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
112,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
113,9,jackhammer,jackhammer,True,engine_idling,0.001729004914002614,4.227590084075928,2445.10009765625,1.1716883182525635,2.6403844356536865,2.1701760292053223,1.5412510633468628,1.5629825592041016,Delta,3,True
114,9,children_playing,children_playing,True,street_music,0.003032541617019384,19.875917434692383,6554.2109375,5.519354343414307,12.378640174865723,10.374490737915039,7.358156204223633,7.041701793670654,Delta,4,True
115,9,siren,siren,True,dog_bark,0.0015833729835716013,16.90117835998535,10674.1611328125,4.99332332611084,9.998641014099121,9.072785377502441,6.056052207946777,6.461620330810547,Delta,2,True
116,9,children_playing,children_playing,True,dog_bark,0.0023816794019295233,14.072509765625,5908.64990234375,3.950200319290161,8.602437973022461,7.4070515632629395,5.214414119720459,5.135658264160156,Delta,1,True
117,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
118,9,jackhammer,jackhammer,True,engine_idling,0.0003222929850334315,0.9852215647697449,3056.912841796875,0.2785402834415436,0.6041668057441711,0.506888747215271,0.3713694214820862,0.36497652530670166,Delta,2,True
119,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
120,9,siren,siren,True,dog_bark,0.003684903261862084,40.816287994384766,11076.6240234375,11.760946273803711,25.457033157348633,20.601694107055664,14.400535583496094,15.7411470413208,Delta,2,True
121,9,gun_shot,gun_shot,True,dog_bark,4.849498042627679e-05,0.49041178822517395,10112.6298828125,0.13798591494560242,0.30326005816459656,0.2513718008995056,0.18244752287864685,0.18171976506710052,Delta,1,True
122,9,dog_bark,dog_bark,True,children_playing,0.010389208076298161,81.04850006103516,7801.22021484375,23.44278907775879,52.44273376464844,39.12158966064453,29.446823120117188,29.520179748535156,Delta,4,True
123,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
124,9,drilling,drilling,True,jackhammer,0.0009803645324115635,10.224098205566406,10428.8740234375,2.9451100826263428,6.070531368255615,5.4716410636901855,3.816725254058838,3.8080062866210938,Delta,3,True
125,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
126,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
127,9,engine_idling,engine_idling,True,jackhammer,0.016508159212045858,38.08518981933594,2307.052490234375,11.299605369567871,22.696500778198242,19.420970916748047,14.601469039916992,14.740838050842285,Delta,4,True
128,9,siren,siren,True,dog_bark,0.01695483547270717,72.97280883789062,4303.95263671875,21.176406860351562,43.79734420776367,37.59910583496094,27.139230728149414,28.42803955078125,Delta,2,True
129,9,car_horn,car_horn,True,dog_bark,0.005454575742065758,58.46003341674805,10717.61328125,16.913856506347656,33.391693115234375,33.92913055419922,21.26662826538086,20.323305130004883,Delta-Delta,2,True
130,9,siren,siren,True,street_music,0.002329520631347334,27.42321014404297,11772.0400390625,6.9028449058532715,18.671405792236328,13.701025009155273,9.207286834716797,9.125215530395508,Delta,4,True
131,9,siren,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
132,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
133,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
134,9,jackhammer,jackhammer,True,engine_idling,0.004058749167795707,9.007644653320312,2219.3154296875,2.592949390411377,5.455836772918701,4.583564281463623,3.31597638130188,3.555751323699951,Delta,1,True
135,9,jackhammer,jackhammer,True,engine_idling,0.0020735317356936965,6.671400547027588,3217.409423828125,1.9747556447982788,4.080321788787842,3.4466159343719482,2.4590933322906494,2.456134796142578,Delta,3,True
136,9,children_playing,children_playing,True,street_music,0.002825369549229876,20.43402862548828,7232.33837890625,5.532644271850586,12.281614303588867,11.019810676574707,7.613870143890381,7.529545783996582,Delta,3,True
137,9,gun_shot,gun_shot,True,engine_idling,0.0028921363945269506,24.660348892211914,8526.689453125,7.4046735763549805,13.939693450927734,13.011028289794922,9.539021492004395,9.935230255126953,Delta,3,True
138,9,jackhammer,jackhammer,True,drilling,0.004415991573189428,11.279796600341797,2554.306640625,3.393018960952759,6.686126708984375,5.823178768157959,4.1695756912231445,4.440965175628662,Delta,1,True
139,9,engine_idling,engine_idling,True,jackhammer,0.00259862057832894,5.4905242919921875,2112.861083984375,1.5706497430801392,3.3736486434936523,2.8446433544158936,1.9887775182724,2.061596632003784,Delta,4,True
140,9,drilling,drilling,True,jackhammer,0.0009939220897161097,4.411067485809326,4438.04150390625,1.3300020694732666,2.588906764984131,2.3097259998321533,1.6816939115524292,1.680250644683838,Delta,2,True
141,9,jackhammer,jackhammer,True,engine_idling,0.0007770040604108314,2.0038325786590576,2578.921630859375,0.6108781099319458,1.1737421751022339,1.029551386833191,0.7584285736083984,0.7932919859886169,Delta,2,True
142,9,drilling,drilling,True,dog_bark,0.0010952851014872213,10.93138599395752,9980.40234375,3.0006356239318848,6.856706142425537,5.614431858062744,4.083698749542236,3.9087772369384766,Delta,1,True
143,9,car_horn,car_horn,True,dog_bark,0.00673484870590733,82.15681457519531,12198.76171875,23.241146087646484,47.65011978149414,46.27223587036133,29.097431182861328,30.842769622802734,Delta,2,True
144,9,children_playing,children_playing,True,dog_bark,0.0007822481827194224,3.920170307159424,5011.4150390625,1.0829014778137207,2.4887375831604004,1.9911311864852905,1.43305504322052,1.4081887006759644,Delta,3,True
145,9,car_horn,car_horn,True,engine_idling,0.0002954005390970187,2.853437662124634,9659.5546875,0.7955862283706665,1.8183317184448242,1.4611984491348267,1.0224370956420898,1.0111083984375,Delta,2,True
146,9,jackhammer,jackhammer,True,engine_idling,0.002253065411359551,15.637430191040039,6940.51318359375,4.5626678466796875,9.380657196044922,8.125840187072754,5.7186737060546875,6.081286907196045,Delta,1,True
147,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
148,9,engine_idling,engine_idling,True,air_conditioner,0.0018886703051436177,11.910651206970215,6306.36865234375,3.5220882892608643,7.040473461151123,6.286658763885498,4.425454616546631,4.558896064758301,Delta,1,True
149,9,engine_idling,engine_idling,True,air_conditioner,0.0023463212023485643,14.8521089553833,6329.95556640625,4.251079082489014,9.185352325439453,7.589465141296387,5.476635932922363,5.5271382331848145,Delta,1,True
150,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
151,9,jackhammer,jackhammer,True,engine_idling,0.0003239423714979764,0.828092634677887,2556.296142578125,0.24088218808174133,0.4953227937221527,0.4343634843826294,0.3117963373661041,0.31061217188835144,Delta,2,True
152,9,children_playing,children_playing,True,dog_bark,0.0005191855291395147,2.514435291290283,4843.0380859375,0.7076206803321838,1.5388137102127075,1.3070176839828491,0.9365458488464355,0.9318246841430664,Delta,2,True
153,9,drilling,drilling,True,jackhammer,0.00025451663217407284,1.0605335235595703,4166.853515625,0.30576324462890625,0.643244206905365,0.5575807690620422,0.3900523781776428,0.392988383769989,Delta,1,True
154,9,jackhammer,jackhammer,True,drilling,0.0026892500728653125,7.678099155426025,2855.10791015625,2.2926666736602783,4.544071197509766,3.970947265625,2.884678602218628,2.9930763244628906,Delta,2,True
155,9,street_music,street_music,True,engine_idling,0.00866959956260005,22.72612762451172,2621.3583984375,6.060778617858887,14.608161926269531,11.706538200378418,8.086832046508789,7.9940948486328125,Delta,1,True
